b,x1,x2,x3,x4,Cm
1.9000000000000006,-2.5553548,-2.393565,-2.027725,-0.47349789999999975,7.0
2.0000000000000004,-2.9778447999999997,-1.766575,-2.011903,-1.0280678999999997,28.0
2.1000000000000005,-2.9402077999999996,-1.848933,-1.9333600000000002,-0.9535438999999997,30.0
2.0000000000000004,-2.9921577999999998,-1.522603,-2.2423100000000002,-0.8550538999999997,7.0
2.1000000000000005,-3.1453778,-2.032263,-1.5745200000000001,-0.8375558999999997,5.0
2.2000000000000006,-3.0245778,-1.624823,-2.05087,-1.0988458999999997,63.0
2.3000000000000007,-2.8664777999999997,-1.5379139999999998,-2.2822500000000003,-1.0164338999999998,22.0
2.400000000000001,-3.1751378,-2.2015339999999997,-1.2282000000000004,-1.1056158999999999,7.0
2.500000000000001,-3.0696178,-2.0829639999999996,-1.4923100000000005,-1.0945828999999998,16.0
2.600000000000001,-2.9377878,-1.8927939999999996,-1.8234200000000005,-1.0880757999999997,39.0
2.500000000000001,-2.8590978000000002,-2.849424,-1.4447500000000004,-0.3377357999999997,89.0
2.600000000000001,-2.8347038,-2.7020939999999998,-1.5866700000000005,-0.3962707999999997,2.0
2.700000000000001,-2.6766038,-2.615185,-1.8180500000000004,-0.3138587999999997,14.0
2.600000000000001,-2.7695738,-2.235475,-2.2823400000000005,-0.28428879999999973,43.0
2.700000000000001,-2.5908238,-1.7574750000000001,-2.7959600000000004,-0.6079087999999997,80.0
2.800000000000001,-2.9665538,-2.5866350000000002,-1.7656400000000003,-0.5698497999999997,9.0
2.9000000000000012,-2.8437637999999996,-2.183545,-2.2299900000000004,-0.9610997999999997,19.0
2.800000000000001,-2.8766877999999996,-1.7380250000000002,-2.6871700000000005,-0.8622197999999998,29.0
2.9000000000000012,-3.2036077999999995,-3.0120850000000003,-1.1314400000000004,-0.8764017999999998,4.0
2.800000000000001,-3.2555577999999996,-2.6857550000000003,-1.4403900000000005,-0.7779117999999998,11.0
2.9000000000000012,-3.0875677999999995,-2.2650750000000004,-1.8943700000000006,-1.0172217999999997,22.0
2.800000000000001,-3.1805377999999997,-1.8853650000000004,-2.3586600000000004,-0.9876517999999997,17.0
2.9000000000000012,-2.9774377999999997,-1.7001650000000004,-2.6598700000000006,-0.9873514999999997,50.0
3.0000000000000013,-3.2724177999999995,-2.5274650000000003,-1.6334100000000007,-0.8710614999999997,4.0
2.9000000000000012,-3.3243647999999997,-2.2011350000000003,-1.9423600000000008,-0.7725694999999997,8.0
3.0000000000000013,-3.0851947999999996,-1.7454850000000004,-2.441240000000001,-1.0624394999999998,32.0
2.9000000000000012,-3.0725707999999994,-2.7776450000000006,-2.070030000000001,-0.45058949999999975,2.0
3.0000000000000013,-3.6206507999999995,-1.9594550000000006,-2.042212000000001,-0.9538194999999998,51.0
2.9000000000000012,-3.6726007999999997,-1.6331250000000006,-2.3511620000000013,-0.8553294999999999,38.0
2.800000000000001,-3.4078107999999996,-2.646865000000001,-2.2180620000000015,-0.3082594999999998,2.0
2.700000000000001,-3.4597607999999997,-2.320535000000001,-2.527012000000002,-0.20976949999999978,45.0
2.800000000000001,-3.2579908,-2.140715000000001,-2.8228220000000017,-0.18877949999999977,12.0
2.9000000000000012,-3.3968608,-2.628445000000001,-2.1750820000000015,-0.15460049999999975,3.0
3.0000000000000013,-3.2378207999999997,-2.407235000000001,-2.4869120000000016,-0.16632549999999974,14.0
3.1000000000000014,-3.0928107999999996,-2.046565000000001,-2.8924820000000016,-0.32598549999999976,4.0
3.2000000000000015,-3.2324907999999994,-3.013545000000001,-1.9459620000000015,-0.3608574999999998,17.0
3.3000000000000016,-3.0130607999999994,-2.5585150000000008,-2.443562000000002,-0.6333974999999998,2.0
3.2000000000000015,-3.0459807999999993,-2.1129950000000006,-2.900742000000002,-0.5345174999999999,133.0
3.1000000000000014,-2.9672907999999993,-3.0696250000000007,-2.522072000000002,0.21582250000000014,31.0
3.2000000000000015,-3.4839007999999994,-2.2652950000000005,-2.5176455000000018,-0.23400749999999992,34.0
3.3000000000000016,-3.282130799999999,-2.0854750000000006,-2.8134555000000017,-0.21301749999999992,46.0
3.4000000000000017,-3.7554407999999992,-2.7033650000000007,-1.6746555000000016,-0.3204274999999999,2.0
3.5000000000000018,-3.693788799999999,-2.3139250000000007,-2.1474055000000014,-0.7599075,11.0
3.4000000000000017,-3.7457387999999994,-1.9875950000000007,-2.4563555000000017,-0.6614175,3.0
3.3000000000000016,-3.7786627999999993,-1.5420750000000008,-2.913535500000002,-0.5625375,89.0
3.4000000000000017,-3.9594227999999996,-2.4233850000000006,-2.042675500000002,-0.5842195,3.0
3.3000000000000016,-4.011372799999999,-2.0970550000000006,-2.3516255000000017,-0.4857295,35.0
3.4000000000000017,-3.772202799999999,-1.6414050000000007,-2.850505500000002,-0.7755995,97.0
3.5000000000000018,-3.9728627999999993,-2.3133050000000006,-1.948885500000002,-0.765601,6.0
3.600000000000002,-3.769762799999999,-2.1281050000000006,-2.2500955000000022,-0.7653007,9.0
3.5000000000000018,-3.802682799999999,-1.6825850000000007,-2.7072755000000024,-0.6664207,140.0
3.600000000000002,-4.184712799999999,-2.9880950000000004,-1.0114455000000022,-0.8969407,52.0
3.5000000000000018,-4.255282799999999,-2.4382850000000005,-1.8451255000000022,-0.6097907,8.0
3.600000000000002,-4.035852799999999,-1.9832550000000004,-2.342725500000002,-0.8823307,10.0
3.5000000000000018,-3.771062799999999,-2.9969950000000005,-2.2096255000000022,-0.33526069999999997,51.0
3.600000000000002,-3.650262799999999,-2.5895550000000007,-2.6859755000000023,-0.5965506999999999,117.0
3.5000000000000018,-3.702212799999999,-2.2632250000000007,-2.9949255000000026,-0.49806069999999986,185.0
3.4000000000000017,-3.754162799999999,-1.9368950000000007,-3.303875500000003,-0.39957069999999983,39.0
3.5000000000000018,-4.266322799999999,-2.4680750000000007,-2.2654155000000027,-0.5056906999999998,4.0
3.600000000000002,-4.108222799999999,-2.381166000000001,-2.496795500000003,-0.42327869999999984,32.0
3.700000000000002,-3.963212799999999,-2.0204960000000005,-2.902365500000003,-0.5829386999999999,27.0
3.800000000000002,-4.345242799999999,-3.3260060000000005,-1.2065355000000026,-0.8134587,13.0
3.900000000000002,-4.1060728,-2.8703560000000006,-1.7054155000000026,-1.1033287,12.0
4.000000000000002,-3.9043028,-2.6905360000000007,-2.0012255000000025,-1.0823387,10.0
4.100000000000001,-3.7255528,-2.2125360000000005,-2.5148455000000025,-1.4059587,34.0
4.000000000000002,-3.4607628,-3.2262760000000004,-2.3817455000000027,-0.8588887,29.0
3.9000000000000017,-3.5127128,-2.8999460000000004,-2.690695500000003,-0.7603987,2.0
3.8000000000000016,-3.5646628000000002,-2.5736160000000003,-2.9996455000000033,-0.6619087,304.0
3.7000000000000015,-3.5975828,-2.128096,-3.4568255000000034,-0.5630287,15.0
3.8000000000000016,-4.0708928,-2.7459860000000003,-2.3180255000000036,-0.6704387,18.0
3.9000000000000017,-3.8514628,-2.2909560000000004,-2.815625500000004,-0.9429787000000001,10.0
3.8000000000000016,-3.9034098000000004,-1.9646260000000004,-3.124575500000004,-0.8444867,17.0
3.9000000000000017,-4.1983898,-2.7919260000000006,-2.098115500000004,-0.7281967,21.0
4.000000000000002,-4.0920198,-2.4223560000000006,-2.514055500000004,-0.9219867,1.0
3.9000000000000017,-4.0133298,-3.3789860000000007,-2.135385500000004,-0.17164670000000004,179.0
4.000000000000002,-3.9229228000000003,-3.041906000000001,-2.585255500000004,-0.5412967000000001,44.0
4.100000000000001,-3.6837528,-2.586256000000001,-3.0841355000000044,-0.8311667,81.0
4.000000000000002,-3.6050628000000002,-3.542886000000001,-2.7054655000000043,-0.08082670000000003,168.0
3.9000000000000017,-3.6570128000000004,-3.216556000000001,-3.0144155000000046,0.01766329999999998,25.0
3.8000000000000016,-3.7089628000000006,-2.890226000000001,-3.323365500000005,0.11615329999999999,2.0
3.9000000000000017,-4.0320128,-3.6115760000000012,-2.1590355000000048,0.021540299999999984,10.0
4.000000000000002,-3.9256428000000003,-3.2420060000000013,-2.5749755000000047,-0.17224970000000003,13.0
4.100000000000001,-3.7806328000000002,-2.881336000000001,-2.9805455000000047,-0.3319097000000001,18.0
4.000000000000002,-3.8135568,-2.435816000000001,-3.437725500000005,-0.23302970000000006,97.0
4.100000000000001,-4.2512868,-2.987486000000001,-2.343825500000005,-0.2738497000000001,5.0
4.000000000000002,-4.3032338,-2.661156000000001,-2.652775500000005,-0.17535770000000006,43.0
3.9000000000000017,-4.3361538,-2.215636000000001,-3.109955500000005,-0.07647770000000005,1.0
4.000000000000002,-4.6719738,-2.939676000000001,-1.9657655000000052,-0.13359070000000006,28.0
4.100000000000001,-4.5039838,-2.518996000000001,-2.419745500000005,-0.3729007000000001,14.0
4.000000000000002,-4.4878758,-1.8727560000000008,-3.2554755000000055,-0.22074070000000007,33.0
3.9000000000000017,-4.223085800000001,-2.886496000000001,-3.1223755000000057,0.3263293,11.0
4.000000000000002,-4.049775800000001,-2.4910560000000013,-3.596495500000006,0.07615929999999999,19.0
4.100000000000001,-4.517425800000001,-3.0574160000000012,-2.499595500000006,0.042710299999999986,34.0
4.000000000000002,-4.5693758,-2.7310860000000012,-2.8085455000000064,0.1412003,36.0
4.100000000000001,-4.3906258000000005,-2.253086000000001,-3.3221655000000063,-0.18241970000000002,10.0
4.200000000000001,-4.7504758,-3.619016000000001,-1.5616455000000062,-0.43168970000000007,9.0
4.300000000000001,-4.5487058000000005,-3.4391960000000013,-1.8574555000000061,-0.41069970000000006,7.0
4.4,-4.4229858,-2.9518860000000013,-2.386065500000006,-0.9981097000000001,34.0
4.5,-4.2639458,-2.730676000000001,-2.697895500000006,-1.0098347,40.0
4.6,-4.0445158,-2.275646000000001,-3.195495500000006,-1.2823747,40.0
4.699999999999999,-4.3284258,-2.938646000000001,-2.147005500000006,-1.3244877000000002,31.0
4.6,-4.4213958,-2.558936000000001,-2.611295500000006,-1.2949177,45.0
4.5,-4.1566058,-3.5726760000000013,-2.478195500000006,-0.7478477,88.0
4.6,-4.005835800000001,-3.3767160000000014,-2.784035500000006,-0.7600907,43.0
4.699999999999999,-3.8270858000000008,-2.898716000000001,-3.297655500000006,-1.0837107000000001,164.0
4.6,-3.879035800000001,-2.572386000000001,-3.606605500000006,-0.9852207000000002,83.0
4.699999999999999,-4.017905800000001,-3.060116000000001,-2.9588655000000057,-0.9510417000000002,11.0
4.6,-4.050825800000001,-2.614596000000001,-3.416045500000006,-0.8521617000000002,49.0
4.699999999999999,-4.334735800000001,-3.277596000000001,-2.367555500000006,-0.8942747000000002,5.0
4.799999999999999,-4.228365800000001,-2.908026000000001,-2.783495500000006,-1.0880647000000003,18.0
4.899999999999999,-4.026595800000001,-2.728206000000001,-3.079305500000006,-1.0670747000000003,86.0
4.799999999999999,-4.0785458000000006,-2.401876000000001,-3.388255500000006,-0.9685847000000003,16.0
4.899999999999999,-4.460575800000001,-3.707386000000001,-1.6924255000000057,-1.1991047000000004,4.0
4.799999999999999,-4.517635800000001,-3.704906000000001,-1.8166355000000056,-1.1428947000000003,10.0
4.699999999999999,-4.677955800000001,-3.2262760000000013,-2.6685655000000055,-0.9308647000000003,21.0
4.6,-4.729905800000001,-2.8999460000000012,-2.9775155000000053,-0.8323747000000004,7.0
4.5,-4.762829800000001,-2.454426000000001,-3.4346955000000055,-0.7334947000000004,25.0
4.4,-4.498039800000002,-3.468166000000001,-3.3015955000000057,-0.18642470000000033,56.0
4.5,-4.258869800000002,-3.012516000000001,-3.800475500000006,-0.47629470000000035,16.0
4.6,-4.459529800000002,-3.684416000000001,-2.898855500000006,-0.4662962000000003,75.0
4.699999999999999,-4.314519800000002,-3.3237460000000008,-3.304425500000006,-0.6259562000000003,14.0
4.6,-4.366466800000002,-2.9974160000000007,-3.6133755000000063,-0.5274642000000003,120.0
4.699999999999999,-4.741496800000002,-4.343276000000001,-1.8540555000000063,-0.8051742000000003,79.0
4.6,-4.986356800000002,-3.711526000000001,-2.650375500000006,-0.8257762000000003,8.0
4.5,-5.019280800000002,-3.266006000000001,-3.1075555000000064,-0.7268962000000003,36.0
4.4,-5.071230800000002,-2.939676000000001,-3.4165055000000066,-0.6284062000000004,28.0
4.5,-4.868130800000002,-2.754476000000001,-3.717715500000007,-0.6281059000000003,8.0
4.4,-4.920080800000002,-2.428146000000001,-4.026665500000007,-0.5296159000000004,60.0
4.5,-5.234310800000002,-3.731796000000001,-2.458935500000007,-0.5957809000000004,9.0
4.6,-5.061000800000002,-3.336356000000001,-2.933055500000007,-0.8459509000000004,10.0
4.699999999999999,-4.901960800000002,-3.115146000000001,-3.244885500000007,-0.8576759000000004,14.0
4.6,-4.953910800000002,-2.788816000000001,-3.553835500000007,-0.7591859000000004,225.0
4.699999999999999,-4.752140800000002,-2.608996000000001,-3.849645500000007,-0.7381959000000005,141.0
4.6,-4.566300800000002,-3.3975960000000014,-3.683215500000007,-0.5543559000000005,11.0
4.5,-4.599220800000002,-2.9520760000000013,-4.140395500000007,-0.45547590000000043,26.0
4.6,-5.054530800000002,-4.210616000000002,-2.5962255000000063,-0.6053059000000004,1.0
4.5,-5.147500800000002,-3.8309060000000015,-3.0605155000000064,-0.5757359000000004,19.0
4.6,-4.9083308000000025,-3.3752560000000016,-3.5593955000000066,-0.8656059000000005,83.0
4.5,-4.960277800000003,-3.0489260000000016,-3.8683455000000064,-0.7671139000000005,56.0
4.6,-5.160937800000003,-3.7208260000000015,-2.9667255000000066,-0.7571154000000004,39.0
4.5,-5.212884800000003,-3.3944960000000015,-3.2756755000000064,-0.6586234000000004,79.0
4.6,-5.011114800000003,-3.2146760000000016,-3.5714855000000063,-0.6376334000000005,55.0
4.5,-5.063064800000003,-2.8883460000000016,-3.880435500000006,-0.5391434000000005,163.0
4.6,-5.371724800000003,-3.5519660000000015,-2.826385500000006,-0.6283254000000005,50.0
4.699999999999999,-5.152294800000003,-3.0969360000000012,-3.3239855000000063,-0.9008654000000005,4.0
4.6,-5.204244800000002,-2.7706060000000012,-3.6329355000000065,-0.8023754000000005,21.0
4.5,-5.125554800000002,-3.7272360000000013,-3.2542655000000065,-0.05203540000000051,166.0
4.6,-4.9522448000000026,-3.3317960000000015,-3.7283855000000066,-0.3022054000000005,6.0
4.5,-5.004194800000002,-3.0054660000000015,-4.037335500000006,-0.2037154000000005,130.0
4.6,-5.204854800000002,-3.6773660000000015,-3.1357155000000065,-0.1937169000000005,57.0
4.699999999999999,-5.079134800000002,-3.1900560000000016,-3.6643255000000066,-0.7811269000000006,11.0
4.799999999999999,-4.876034800000002,-3.0048560000000015,-3.9655355000000068,-0.7808266000000006,12.0
4.899999999999999,-5.159944800000002,-3.6678560000000013,-2.9170455000000066,-0.8229396000000005,3.0
4.999999999999998,-5.000904800000002,-3.446646000000001,-3.2288755000000067,-0.8346646000000005,49.0
4.899999999999999,-5.033824800000001,-3.001126000000001,-3.686055500000007,-0.7357846000000006,37.0
4.999999999999998,-4.794654800000002,-2.545476000000001,-4.184935500000007,-1.0256546000000006,77.0
4.899999999999999,-4.782030800000002,-3.577636000000001,-3.813725500000007,-0.41380460000000063,4.0
4.799999999999999,-4.833980800000002,-3.251306000000001,-4.122675500000007,-0.3153146000000006,26.0
4.899999999999999,-5.271710800000002,-3.802976000000001,-3.0287755000000067,-0.35613460000000063,67.0
4.799999999999999,-5.304630800000002,-3.357456000000001,-3.485955500000007,-0.2572546000000006,17.0
4.899999999999999,-5.159620800000002,-2.996786000000001,-3.891525500000007,-0.41691460000000063,106.0
4.999999999999998,-5.541650800000002,-4.302296000000001,-2.1956955000000065,-0.6474346000000006,2.0
5.099999999999998,-5.514319800000002,-3.814566000000001,-2.6876355000000065,-1.2294146000000006,11.0
5.1999999999999975,-5.392339800000002,-3.604746000000001,-3.0071755000000064,-1.2165716000000006,39.0
5.099999999999998,-5.425263800000002,-3.1592260000000008,-3.4643555000000066,-1.1176916000000006,36.0
4.999999999999998,-5.477213800000002,-2.8328960000000007,-3.7733055000000064,-1.0192016000000006,25.0
5.099999999999998,-5.274113800000002,-2.6476960000000007,-4.074515500000007,-1.0189013000000007,48.0
4.999999999999998,-5.195423800000002,-3.604326000000001,-3.6958455000000066,-0.26856130000000067,93.0
4.899999999999999,-5.247370800000002,-3.277996000000001,-4.004795500000006,-0.17006930000000064,87.0
4.999999999999998,-5.531280800000002,-3.940996000000001,-2.9563055000000062,-0.21218230000000066,41.0
5.099999999999998,-5.4345728000000015,-3.556736000000001,-3.449445500000006,-0.6254123000000007,22.0
4.999999999999998,-5.486522800000001,-3.2304060000000008,-3.758395500000006,-0.5269223000000007,1.0
5.099999999999998,-5.267092800000001,-2.7753760000000005,-4.255995500000006,-0.7994623000000007,220.0
4.999999999999998,-5.137092800000001,-3.8021560000000005,-3.960695500000006,-0.21308230000000072,17.0
5.099999999999998,-4.969102800000002,-3.3814760000000006,-4.414675500000006,-0.45239230000000075,118.0
4.999999999999998,-5.021049800000002,-3.0551460000000006,-4.723625500000006,-0.3539003000000007,20.0
5.099999999999998,-5.274779800000002,-3.7510460000000005,-3.843085500000006,-0.20101030000000072,1.0
4.999999999999998,-5.326729800000002,-3.4247160000000005,-4.152035500000006,-0.10252030000000072,42.0
5.099999999999998,-5.686579800000001,-4.790646000000001,-2.3915155000000063,-0.3517903000000007,11.0
4.999999999999998,-5.738529800000001,-4.464316,-2.700465500000006,-0.2533003000000007,2.0
5.099999999999998,-5.535429800000001,-4.279116,-3.0016755000000064,-0.2530000000000007,19.0
5.1999999999999975,-5.296259800000001,-3.8234660000000003,-3.5005555000000066,-0.5428700000000007,7.0
5.299999999999997,-5.147299800000002,-3.480586,-3.9036455000000068,-0.6854600000000007,229.0
5.1999999999999975,-5.199249800000001,-3.154256,-4.212595500000007,-0.5869700000000008,101.0
5.299999999999997,-5.549849800000001,-4.410926,-2.6965355000000066,-0.6621860000000008,70.0
5.399999999999997,-5.522518800000001,-3.923196,-3.1884755000000067,-1.2441660000000008,47.0
5.4999999999999964,-5.363478800000001,-3.7019859999999998,-3.5003055000000067,-1.2558910000000008,53.0
5.399999999999997,-5.396398800000001,-3.2564659999999996,-3.957485500000007,-1.1570110000000007,12.0
5.399999999999997,-5.396398800000001,-3.2564659999999996,-3.957485500000007,-1.1570110000000007,167.0
